00,00,1,11
01,00,1,11
02,00,1,11
03,00,1,11
04,00,1,11
05,00,1,11
06,00,1,11
07,00,1,11
08,00,1,11
09,00,1,11
10,00,1,11
11,00,1,11
12,00,1,11
13,00,1,11
14,00,1,11
15,00,1,11
16,00,1,11
17,00,1,11
18,00,1,11
19,00,1,11
20,00,1,11
21,00,1,11
22,00,1,11
23,00,1,11
24,00,11,1
25,00,11,1
26,00,11,1
27,00,1,11
28,00,1,11
29,00,1,11
30,00,1,11
31,00,1,11
32,00,1,11
33,00,1,11
34,00,1,11
35,00,1,11
36,00,1,11
37,00,1,11
38,00,1,11
39,00,1,11
40,00,1,11
41,00,1,11
42,00,1,11
43,00,1,11
44,00,1,11
45,00,1,11
46,00,1,11
47,00,1,11
48,00,1,11
49,00,1,11
00,01,1,11
01,01,1,11
02,01,1,11
03,01,1,11
04,01,1,11
05,01,1,11
06,01,1,11
07,01,1,11
08,01,1,11
09,01,1,11
10,01,1,11
11,01,1,11
12,01,1,11
13,01,1,11
14,01,1,11
15,01,1,11
16,01,1,11
17,01,1,11
18,01,1,11
19,01,1,11
20,01,1,11
21,01,1,11
22,01,1,11
23,01,1,11
24,01,11,1
25,01,11,1
26,01,11,1
27,01,1,11
28,01,1,11
29,01,1,11
30,01,1,11
31,01,1,11
32,01,1,11
33,01,1,11
34,01,1,11
35,01,1,11
36,01,1,11
37,01,1,11
38,01,1,11
39,01,1,11
40,01,1,11
41,01,1,11
42,01,1,11
43,01,1,11
44,01,1,11
45,01,1,11
46,01,1,11
47,01,1,11
48,01,1,11
49,01,1,11
00,02,1,11
01,02,1,11
02,02,1,11
03,02,1,11
04,02,1,11
05,02,1,11
06,02,1,11
07,02,1,11
08,02,1,11
09,02,1,11
10,02,1,11
11,02,1,11
12,02,1,11
13,02,1,11
14,02,1,11
15,02,1,11
16,02,1,11
17,02,1,11
18,02,1,11
19,02,1,11
20,02,1,11
21,02,1,11
22,02,1,11
23,02,1,11
24,02,11,1
25,02,11,1
26,02,11,1
27,02,1,11
28,02,1,11
29,02,1,11
30,02,1,11
31,02,1,11
32,02,1,11
33,02,1,11
34,02,1,11
35,02,1,11
36,02,1,11
37,02,1,11
38,02,1,11
39,02,1,11
40,02,1,11
41,02,1,11
42,02,1,11
43,02,1,11
